Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Age
EPX,Travel Agency,Online,Cancellation Plan,0,134,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,Cancellation Plan,0,13,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,9,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,71,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,43,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,"TAIWAN, PROVINCE OF CHINA",36
EPX,Travel Agency,Online,Cancellation Plan,0,5,CAMBODIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,46,AUSTRALIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,9,THAILAND,65
EPX,Travel Agency,Online,Cancellation Plan,0,67,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,13,NEW ZEALAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,16,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,45,MYANMAR,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,VIET NAM,20
EPX,Travel Agency,Online,Cancellation Plan,0,4,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,18,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,UNITED KINGDOM,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,INDONESIA,26
EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,33
EPX,Travel Agency,Online,Cancellation Plan,0,9,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,27,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,14,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,INDIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,INDIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,74,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,39,UNITED STATES,32
EPX,Travel Agency,Online,Cancellation Plan,0,3,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,Cancellation Plan,0,9,MALAYSIA,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,SINGAPORE,45
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,VIET NAM,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,64,PHILIPPINES,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,MALAYSIA,30
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,INDONESIA,38
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,65,UNITED STATES,22
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,87,THAILAND,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,MALAYSIA,30
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,18,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,39,NORWAY,36
KML,Travel Agency,Online,Value Plan,0,20,INDONESIA,48
KML,Travel Agency,Online,Value Plan,0,20,INDONESIA,48
KML,Travel Agency,Online,Premier Plan,0,21,INDONESIA,48
RAB,Airlines,Online,Value Plan,0,2,BRUNEI DARUSSALAM,65
RAB,Airlines,Online,Value Plan,0,103,BRUNEI DARUSSALAM,30
LWC,Travel Agency,Online,Annual Travel Protect Silver,0,366,UNITED STATES,38
SSI,Airlines,Online,Ticket Protector,0,158,SINGAPORE,48
JZI,Airlines,Online,Basic Plan,0,13,VIET NAM,60
JZI,Airlines,Online,Basic Plan,0,9,HONG KONG,68
JZI,Airlines,Online,Basic Plan,0,13,CHINA,26
JZI,Airlines,Online,Basic Plan,0,75,HONG KONG,69
JZI,Airlines,Online,Basic Plan,0,16,PHILIPPINES,57
JZI,Airlines,Online,Basic Plan,0,8,MYANMAR,43
JZI,Airlines,Online,Basic Plan,0,10,HONG KONG,52
JZI,Airlines,Online,Basic Plan,0,45,PHILIPPINES,45
JZI,Airlines,Online,Basic Plan,0,7,CHINA,52
JZI,Airlines,Online,Basic Plan,0,36,CHINA,22
JZI,Airlines,Online,Basic Plan,0,35,INDONESIA,69
JZI,Airlines,Online,Basic Plan,0,64,INDONESIA,39
JZI,Airlines,Online,Basic Plan,0,70,CHINA,27
JZI,Airlines,Online,Basic Plan,0,17,INDONESIA,37
JZI,Airlines,Online,Basic Plan,0,112,CHINA,37
JZI,Airlines,Online,Basic Plan,0,8,CHINA,51
JZI,Airlines,Online,Basic Plan,0,54,INDONESIA,39
JZI,Airlines,Online,Value Plan,0,82,UNITED STATES,60
JZI,Airlines,Online,Value Plan,0,4,NEW ZEALAND,65
CCR,Travel Agency,Offline,Comprehensive Plan,0,91,MALAYSIA,71
EPX,Travel Agency,Offline,2 way Comprehensive Plan,0,19,"TAIWAN, PROVINCE OF CHINA",36
C2B,Airlines,Online,Bronze Plan,0,24,SINGAPORE,40
C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,49
C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,27
C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,44
C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,31,SINGAPORE,22
C2B,Airlines,Online,Bronze Plan,0,22,SINGAPORE,44
C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,34
C2B,Airlines,Online,Bronze Plan,1,35,SINGAPORE,34
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,50
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,32
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,70
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,68
C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,53
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,30
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,29
C2B,Airlines,Online,Bronze Plan,1,2,SINGAPORE,22
C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,45
C2B,Airlines,Online,Silver Plan,0,48,SINGAPORE,41
C2B,Airlines,Online,Silver Plan,0,65,SINGAPORE,40
C2B,Airlines,Online,Silver Plan,0,40,SINGAPORE,43
C2B,Airlines,Online,Silver Plan,1,57,SINGAPORE,34
C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,46
C2B,Airlines,Online,Silver Plan,0,19,SINGAPORE,70
C2B,Airlines,Online,Annual Silver Plan,0,372,SINGAPORE,33
C2B,Airlines,Online,Annual Silver Plan,0,403,SINGAPORE,25
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,64
C2B,Airlines,Online,Annual Gold Plan,0,365,SINGAPORE,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,46,NEW ZEALAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,AUSTRALIA,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,MALAYSIA,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,AUSTRALIA,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,AUSTRALIA,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,SWEDEN,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,SOUTH AFRICA,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,32,MALAYSIA,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,21,THAILAND,23
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,8,MALAYSIA,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,MALAYSIA,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,51,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,1,SWEDEN,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,"KOREA, REPUBLIC OF",58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,26,MALAYSIA,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,AUSTRALIA,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,60,THAILAND,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,UNITED ARAB EMIRATES,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,21,MALAYSIA,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,51,MALAYSIA,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,39,MALAYSIA,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,236,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,26,MALAYSIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,42,THAILAND,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,MALAYSIA,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,235,ICELAND,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,54,SWITZERLAND,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,248,ICELAND,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,38,AUSTRALIA,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,INDIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,KENYA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,36,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,36,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,133,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,THAILAND,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,41,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,2,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,33,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,56,VIET NAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,62,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,75,ITALY,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,53,JAPAN,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,31,BANGLADESH,57
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,71,INDIA,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,"TAIWAN, PROVINCE OF CHINA",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,NEW ZEALAND,23
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,47,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,69,JAPAN,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,64,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,33,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,13,INDONESIA,31
EPX,Travel Agency,Online,Cancellation Plan,0,107,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,36,JAPAN,22
EPX,Travel Agency,Online,Cancellation Plan,0,73,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,34,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,MALAYSIA,35
EPX,Travel Agency,Online,Cancellation Plan,0,15,UNITED KINGDOM,36
EPX,Travel Agency,Online,Cancellation Plan,0,99,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,23,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,69,THAILAND,52
EPX,Travel Agency,Online,Cancellation Plan,0,20,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,PHILIPPINES,34
EPX,Travel Agency,Online,Cancellation Plan,0,56,BRAZIL,34
EPX,Travel Agency,Online,Cancellation Plan,0,154,INDONESIA,41
EPX,Travel Agency,Online,Cancellation Plan,0,55,BRAZIL,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,32,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,1,MALAYSIA,54
EPX,Travel Agency,Online,Cancellation Plan,0,76,FRANCE,36
EPX,Travel Agency,Online,Cancellation Plan,0,14,MALAYSIA,26
EPX,Travel Agency,Online,Cancellation Plan,0,18,MALAYSIA,32
EPX,Travel Agency,Online,Cancellation Plan,0,11,INDONESIA,35
EPX,Travel Agency,Online,Cancellation Plan,0,62,SINGAPORE,32
EPX,Travel Agency,Online,Cancellation Plan,0,9,UNITED STATES,29
EPX,Travel Agency,Online,Cancellation Plan,0,25,UNITED STATES,35
EPX,Travel Agency,Online,Cancellation Plan,0,43,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,SINGAPORE,46
EPX,Travel Agency,Online,Cancellation Plan,0,2,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,46,NEPAL,36
EPX,Travel Agency,Online,Cancellation Plan,0,70,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,48,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,69,UNITED STATES,52
EPX,Travel Agency,Online,Cancellation Plan,0,5,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,75,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,73,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,17,MYANMAR,36
EPX,Travel Agency,Online,Cancellation Plan,0,91,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,Cancellation Plan,0,2,INDIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,MYANMAR,36
EPX,Travel Agency,Online,Cancellation Plan,0,20,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,71,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,MALAYSIA,65
EPX,Travel Agency,Online,Cancellation Plan,0,24,THAILAND,23
EPX,Travel Agency,Online,Cancellation Plan,0,26,SWITZERLAND,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,7,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,GERMANY,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,60,JAPAN,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,12,JAPAN,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,31,FRANCE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,7,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,INDONESIA,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,INDONESIA,26
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,25,"KOREA, REPUBLIC OF",28
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,17,SINGAPORE,36
KML,Travel Agency,Online,Value Plan,0,12,UNITED KINGDOM,48
KML,Travel Agency,Online,Premier Plan,0,18,NETHERLANDS,48
KML,Travel Agency,Online,Premier Plan,0,60,PORTUGAL,48
RAB,Airlines,Online,Value Plan,0,11,BRUNEI DARUSSALAM,41
RAB,Airlines,Online,Value Plan,0,13,BRUNEI DARUSSALAM,69
RAB,Airlines,Online,Value Plan,0,4,BRUNEI DARUSSALAM,30
RAB,Airlines,Online,Value Plan,0,32,BRUNEI DARUSSALAM,19
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,17,AUSTRIA,28
SSI,Airlines,Online,Ticket Protector,0,68,SINGAPORE,48
SSI,Airlines,Online,Ticket Protector,0,142,SINGAPORE,48
SSI,Airlines,Online,Ticket Protector,0,38,SINGAPORE,48
JZI,Airlines,Online,Basic Plan,0,12,INDONESIA,54
JZI,Airlines,Online,Basic Plan,0,42,HONG KONG,36
JZI,Airlines,Online,Basic Plan,0,12,CHINA,58
JZI,Airlines,Online,Basic Plan,0,25,HONG KONG,57
JZI,Airlines,Online,Basic Plan,0,19,INDONESIA,40
JZI,Airlines,Online,Basic Plan,0,10,CHINA,41
JZI,Airlines,Online,Basic Plan,0,3,MYANMAR,51
JZI,Airlines,Online,Basic Plan,0,19,INDONESIA,40
JZI,Airlines,Online,Basic Plan,0,37,PHILIPPINES,30
JZI,Airlines,Online,Basic Plan,0,28,JAPAN,40
JZI,Airlines,Online,Basic Plan,0,98,"TAIWAN, PROVINCE OF CHINA",48
JZI,Airlines,Online,Basic Plan,0,4,MALAYSIA,54
JZI,Airlines,Online,Basic Plan,0,116,THAILAND,39
JZI,Airlines,Online,Basic Plan,0,17,VIET NAM,56
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,68
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,64
TST,Travel Agency,Offline,Travel Cruise Protect,0,59,MALAYSIA,30
TST,Travel Agency,Offline,Travel Cruise Protect,0,59,MALAYSIA,40
TST,Travel Agency,Offline,Travel Cruise Protect,0,66,MALAYSIA,59
TST,Travel Agency,Offline,Travel Cruise Protect,0,59,MALAYSIA,57
TST,Travel Agency,Offline,Travel Cruise Protect,0,59,MALAYSIA,57
TST,Travel Agency,Offline,Travel Cruise Protect,0,59,MALAYSIA,24
TST,Travel Agency,Offline,Travel Cruise Protect,0,28,THAILAND,59
TST,Travel Agency,Offline,Travel Cruise Protect,0,28,THAILAND,50
TST,Travel Agency,Offline,Travel Cruise Protect,0,28,THAILAND,54
TST,Travel Agency,Offline,Travel Cruise Protect,0,28,THAILAND,24
TST,Travel Agency,Offline,Travel Cruise Protect,0,31,MALAYSIA,29
TST,Travel Agency,Offline,Travel Cruise Protect,0,31,MALAYSIA,64
TST,Travel Agency,Offline,Travel Cruise Protect,0,31,MALAYSIA,69
TST,Travel Agency,Offline,Travel Cruise Protect,0,52,THAILAND,31
TST,Travel Agency,Offline,Travel Cruise Protect,0,52,THAILAND,64
TST,Travel Agency,Offline,Travel Cruise Protect,0,52,THAILAND,37
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,60
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,54
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,55
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,52
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,36
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,35
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,61
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,60
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,59
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,53
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,29
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,30
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,30
TST,Travel Agency,Offline,Travel Cruise Protect,0,38,MALAYSIA,65
TST,Travel Agency,Offline,Travel Cruise Protect,0,38,MALAYSIA,65
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,64
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,61
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,62
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,72
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,32
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,31
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,31
TST,Travel Agency,Offline,Travel Cruise Protect,0,21,THAILAND,25
TST,Travel Agency,Offline,Travel Cruise Protect,0,38,MALAYSIA,56
TST,Travel Agency,Offline,Travel Cruise Protect,0,38,MALAYSIA,48
TST,Travel Agency,Offline,Travel Cruise Protect,0,24,MALAYSIA,68
TST,Travel Agency,Offline,Travel Cruise Protect,0,24,MALAYSIA,65
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,55
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,49
TST,Travel Agency,Offline,Travel Cruise Protect,0,14,THAILAND,25
TST,Travel Agency,Offline,Travel Cruise Protect,0,38,MALAYSIA,43
TST,Travel Agency,Offline,Travel Cruise Protect,0,38,MALAYSIA,13
TST,Travel Agency,Offline,Travel Cruise Protect,0,31,MALAYSIA,43
TST,Travel Agency,Offline,Travel Cruise Protect,0,31,MALAYSIA,45
TST,Travel Agency,Offline,Travel Cruise Protect,0,17,MALAYSIA,73
TST,Travel Agency,Offline,Travel Cruise Protect,0,17,MALAYSIA,72
ART,Airlines,Online,24 Protect,0,92,PHILIPPINES,48
ART,Airlines,Online,24 Protect,0,11,MALAYSIA,48
ART,Airlines,Online,24 Protect,0,14,PHILIPPINES,39
C2B,Airlines,Online,Bronze Plan,0,55,SINGAPORE,25
C2B,Airlines,Online,Bronze Plan,1,51,SINGAPORE,58
C2B,Airlines,Online,Bronze Plan,1,71,SINGAPORE,28
C2B,Airlines,Online,Bronze Plan,0,32,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,34
C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,36
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,26
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,55
C2B,Airlines,Online,Bronze Plan,0,24,SINGAPORE,59
C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,36
C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,28
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,32
C2B,Airlines,Online,Silver Plan,0,74,SINGAPORE,27
C2B,Airlines,Online,Silver Plan,0,39,SINGAPORE,34
C2B,Airlines,Online,Silver Plan,0,9,SINGAPORE,51
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,38
C2B,Airlines,Online,Annual Silver Plan,0,372,SINGAPORE,46
C2B,Airlines,Online,Annual Silver Plan,0,378,SINGAPORE,21
C2B,Airlines,Online,Annual Silver Plan,0,388,SINGAPORE,65
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,39
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,29
C2B,Airlines,Online,Annual Gold Plan,0,365,SINGAPORE,26
C2B,Airlines,Online,Annual Gold Plan,0,365,SINGAPORE,27
C2B,Airlines,Online,Annual Gold Plan,1,365,SINGAPORE,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,AUSTRALIA,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,THAILAND,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,31,AUSTRALIA,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,45,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,THAILAND,70
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,72,NEW ZEALAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,FRANCE,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,MALAYSIA,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,AUSTRALIA,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,40,THAILAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,1,POLAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,THAILAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,76,CANADA,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,48,MALAYSIA,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,69,UNITED KINGDOM,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,50,JAPAN,57
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,39,AUSTRALIA,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,36,SINGAPORE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,74,THAILAND,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,SINGAPORE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,41,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,MALAYSIA,32
